transactionHash,isolation_forest_anomaly,isolation_score
0x0280ac166e91306e9a5b9146b03bd3f5b2b9ad7d8c78c1b3feecfcc72d5b94ca,1,-0.18053296463720664
0x83fdb1a5da8d089a9593dd08b9c9f0af68bc55da37be748afd3fd2365be6e609,1,-0.181357687575121
0x095747863ec868cf114920f89ed71cb6b202ba333698da42b477f67a0171ce6d,1,-0.17858891096707402
0x47923e680c5b276593275e006e6c32d51ff8198d8bab888ae470142b206619c7,-1,0.12352776410997135
0xf6dc2a86b386a50044a044fc19fed2a103aaa9db1c44c9982b42e2f238e5242a,1,-0.1840943240713065
0x5ad8517a14e46d519c033aa7625097978ce94d9d3c30d894ccc63b40d21b60cf,1,-0.08269240826858437
0x2c95a06264cd262e670215cbdc3d41d6fa6b6a1440229791be507f2968ed0eef,1,-0.0827018773086905
0x4abcb2865cb5cbd6b15ae500c799479a19cdeea4745f56f6af96b0bd5d7b9890,1,-0.1922551637644242
0xc023cebe1da997fb2c5f7b7d27d8174a0f3e6f22945fa16d7f79a87e08e9e654,1,-0.19200482794007478
0x44f2a2acd80a702d83e0d8d36ac36455157cb8058bceb41c04b456d5428852e6,1,-0.1612082595649309
0xcd4e5e8d059b2651d75baf029b3d1397706fe8fe23def11611e81523e921d192,1,-0.1898247501704174
0xc8fd3ffc8b3afac75783eafb0172302d19cca6f9fed1305829589716a4efdcec,1,-0.19541090750210027
0xa8e795aa9b8e1ee7f5010ad32c8d724cfaaf885cdc989befb1a4313f792d67d9,1,-0.19551775210271227
0x37e1ffced648a18173f21afe83eb69ce9d26382b9ef08dd729d846498c645eb1,1,-0.19185666249058947
0x927f271764ad52255f8bc124c4b44cb834d3344f88fac666a427297267ff121e,1,-0.1928648730860294
0xe107ce8b47fa7d4e81f9d970858a87e68c2ae3a465a973e8372d3a117512a5ac,1,-0.1911768622908523
0xc8dd1ba2ff36c620c2b2e83be6c9b2cdc4d500461a454a5358c6ab3dab3aa419,1,-0.19741230228244772
0x4c7610aca523cd20f9585f61b6d8ddd41e55e96a8b1833974e1f0a81fee16021,1,-0.19475957220874868
0x8fc7610cd15af439756ef90bde37a5b55c20c86c821e7488b7aa95245efb1be7,1,-0.14240380089549193
0xfac701f6a5840af0961d5dad1c63e3b79ff92b38793d8227c0736b3fafb5f56b,1,-0.19852105383762764
0xa38bb754f88e9bee528beaa76258d4e4dca91cdf1b8d529cf78f24ffc9700128,1,-0.19991630691306916
0xee157e8a2ace74d9b18c4abdcfbff431ab49d0026f6049dc5620112ad024881c,1,-0.19412422830861326
0x7169335cbb860f6e2c7d2ade89de2c1f47d442fbc3cdb8912d686b27d8fc253b,1,-0.1705954757302745
0x40b43a49dcde771393da385f6c6e117d13debf42c34ca109b1530980804412cd,1,-0.1939619076273879
0x00d52c676ef34a986fce6449064b3f09292255c14723346170e089c215150089,1,-0.18840164704733464
0xae2f933f0b5c0300e9db7c14f3082bd00d949b58a23296c31e38092e4011d892,1,-0.19907658885787377
0x888bc67d49a47506555453a4d05d8b1ae78d90ce2f6a400052e3534ba776a894,1,-0.17124347644742605
0x7cb6acd783ba1ae309624fe951708b7a0976edc22876abd21151bfb13e0c1412,1,-0.1906967890953034
0xb6efbc2203d64fc6a954ca6b6567ac29288245f545c013df5dd67a7336dbcc64,1,-0.18059023684326364
0x9823bea583f340e2f68bc24a22b1658e4039da2be10a13cef6168bc62ac5f984,1,-0.20023346930128616
0x85705b8e3354bd2c6f9cfb5d721e356bd648b35727daf8d63c6b6bda5b378839,1,-0.19925933912217925
0x7874151f1afc3a9039774aa8a631470d50b453958ecbf138c3a8734100fb49ce,1,-0.19740322614531458
0xf54cbfe1220c0ad4f9eea2175787fc872b66b3e6cf84af27b7bf7c8348ffb8b5,1,-0.1940039357142298
0x734f144821fa621360673c5321f24a923d5c237fa325565db7f80f6e72942eaa,1,-0.1928284913348392
0x8eefcb14bdd2bf21a51b6ee5d78dd7af8445a34eda0a9f1e7bd8b93792ebef25,1,-0.18775233033154848
0x1cdcba53bc0db8e7f5103a5ef18fb10ff0367871a0422ce4bce88f30c36d0a57,1,-0.19806366003138504
0x8e13f117ce28e90bb2af2556c3281c5d302fd73a0703e5ecde0090e6330fdc73,1,-0.1957980945595822
0x4e52d6e610ab61697570ba1ae35ae70b637e1deb663dc6429b747c7ffa0c1dae,1,-0.19420880331838436
0xc7758b27d0f9ca08b6e89ef5e52de54a98b27a8d8c379c2f05a23042f3593447,1,-0.15909945767741757
0xf0ded0afaad60954689e9f7b522cce9699ae4ba716bdd519199040f56dd6c404,1,-0.190884491853279
0xb7c21bf9046e85469642212f2f7d54af9fe8aa12145839525369fb5fc63f049e,1,-0.18888462168906006
0xb9f51b7e21bbc085c1fc461f2ce2862bf4fbb77664c73080d436ab9f9f3b6b12,1,-0.1826279795535659
0x886f602129a4ac35d9d84963cc8aa7cb34b23e23a6559a0503f2f31bdacdb667,1,-0.19452029615460825
0xf035dbd383a11b403d2a2345698170f71b2a9c59abe0a3f5984fb36d90a3b2a9,1,-0.1145478909000675
0xd3ed40d860aceeb057f6f0bbc15a9845c0fb23ec4052ce200cac7b1cdb3f603b,1,-0.19521570424520956
0x2f0dbe52e60e61f6a51c3bbb87e5d56cda13fde4cb872cfc7773ffbfffee9bdf,1,-0.19565467084359522
0x9ec5c87effb833c1c72cdcbdaea38b78db14ad66cd7cd1bbe3f0584c43d1e9e7,1,-0.1929904647389687
0xbc3223aa8ae14e1c453ff1e44d4c0ad25285f70115d154f380ec30cb0a0e1a0b,1,-0.1905715046862132
0x763ac2c9bc5cebe9cc988ec5d7f6477ec3265682af4ccca15f7dbc7537a18fc4,1,-0.19531599237666292
0x0cea66eea0cb1d2e0e47c8893d612920e5d29f532b2b54cc7a9738b5ab3ec09f,1,-0.1923576110100952
0x65e97aea2723fa3d7dcac3f1e16b2e5c5ea36ceb1332e02a28ed0de14a7eebd1,1,-0.18426763580569816
0xcb8274871f2049f23ca995fee0248bc0e1c2112571810673d8d22f13f8f7d3b7,1,-0.19521609053761435
0x6809610dba7611a1bebfa4b41d91b03781476ed52545f69913ef7b64c50b0bce,1,-0.1933878377464211
0x9be5d36bac1f592090e4aef370ba82230495d65879076129f12e8d401d907e66,1,-0.15518495668692278
0xebf7e1bbbfea45d75088dd4c60bdac69ef235e59f191e2c6d58c67e1f60a4027,1,-0.13541434942376074
0x87ca3789964c941907506d4717df2b0f57fc354cbb9378e682f8e55f9e993ab9,1,-0.19232111600282686
0xf18fe167685ad3d915b2e2102bf4844ec3595eba1f35b7fe948e1ed97faddaec,1,-0.17778225693935318
0x9d109084b90efd1d2c9e44bd668bb3177fa5525d670d8a39f566e4c99c6bd395,1,-0.19706931372050318
0x260398b8246b60c58f652b4ba14e897b26f1093eb511f3242af84411bb5d9936,1,-0.1976966703542376
0x1e9ac737726f56b905e1812e04665967f35904ffd5ed33c3bf28c8c3e4e6a2fe,1,-0.1952817532647541
0x7e93d28e6147bde5d45a635cad5b165fac2aab65f800740f3b6155d1d1d9d154,1,-0.19437122085332154
0xfd6d18354d694b7730386980ca696509ebac7e0aa7fcd2002f4626a31bd2b5f5,1,-0.19668039199037052
0x2916ec11be95c558ec19dc2ce31422f6dc424e53a93c93c90027bf4ba76fe29e,1,-0.19739093612006814
0xe24b27392adb9d96fc8eaee48b1a1e4580d7d537e984aae25e0e23197178f98a,1,-0.04397900533692922
0x03003223099163e6ce2dfebd3c4ef691c6aa68fc22e59faf9cd824ca70448627,1,-0.11854740840563505
0x1b47852ee249cf5d95c34ca4b24b1fe2ac22ad75dd2576548b221c232ce6345c,-1,0.08939101870915012
0xa175103c0a59eb239417f64e323cbe263f41ad3b6fb3dc583c654face2ef5d62,1,-0.19976667345281895
0x12665665eaa61b69107d5b646ae404961e3a1dff9828612be7733b6db9258fce,1,-0.1808331053536804
0xa1af6dc67e8aab348a283c7e390b57e24a40c320c363403ee8d74a0a610fa8be,1,-0.022832402522129924
0xef59c863eb3b5d99cdeb393850890ee1882e38c6f8b9dcef2efe1fa514bc1da2,1,-0.14068669754995594
0x7edb9f8195d3da78e20305b4877187dbd03605e7e16701ae7a82b5f183d6f0e1,1,-0.13082807695321014
0xd16fc3be88add16a6ab40915188a08feca5c17da344db60b5b6e5e7ac44ff7e8,1,-0.15952882002637248
0x1dc89006065dd8d752f374722b12badd4b4ee6b9666d2642a015167295140cc8,1,-0.00897492920105658
0xcf03831658d3b2084cdc1149f57aa6f13298e6ab1ba15dc5040bb30733f8654d,1,-0.1934863611015935
0xf721ef884a08332139876dd3e0b50cde1ecd61250906b00c22b1edb8dabbf7a1,1,-0.18813023314095734
0x4f72251f16ec57b6f497a4eec9f77e3731f52a2f66d8d2b30c99ee608f7001db,1,-0.03139431514182023
0x9bef805f5f7974ed226c3f2a25a9c0544217132a8d3d3e8b0b3dba2efc819bd2,1,-0.19524026291308416
0x32e056bfa71389f067dbe2fca552a4ee696f833d45330e99c77153573f9a3a9a,1,-0.20076804820767646
0xa163053ce9539cb15cd23068b2a0d23ddf662da2543a9440520fddbb434f88ba,1,-0.19378746306146533
0x5968ae2dc36c23ee9f681ea2f0fa16e7edc55a830668755ea23ef90e626c257a,1,-0.18951184625538947
0xe9c57da0327fe47665dd0be782030faff674436f0d96ecfdead4acba449e7ecc,1,-0.20139237779774
0x5d70fc4fd264d8e0071d64d444b4906a4949e7a63e7a6f815f9ed27f93b0b638,1,-0.20050530367188607
0xb8b58f9e2c1de2e0e8403dc0d4fc8e25b6b526f60828da6657dc3ee46e46ac29,1,-0.20184272921252194
0x89a1ac6b54792e45a2662dc3262bf6824f924b0752218f544e41afca885b31ad,1,-0.19633571607276407
0x22205d41579d4c83772e1829e0093faa3b4d878d7685533fd10fe2bf9103ba36,1,-0.1626392929960942
0x4a9b840f618dfc08bcd3f6ee41e3fbe7ec6add37d55bd7fde625af267b23a96e,1,-0.13644710812826
0xe0608f3cf95f967685813c6aacac344583ad2f8c47411dd410a37dab0027cb17,1,-0.19807963762914133
0x37f9d7d5e3be12363e1fa508d065864b11c1e6141e49a1b054dba536b268f1a3,1,-0.11504359582963691
0xd6e7f7a8c4fb94154bddb7b6aceb2a4b4f448c8dff331817edbddefd7ccabd0a,1,-0.17837577486990014
0x9d8c832cbb7a8851e1c388f95699905743aebfa2b0805344df6de13c5568f99b,1,-0.1969348321233162
0xdc6607026225773adbfec94384b9339cada5aa4f7d2752f26f63a9d8da22cd16,-1,0.043208788457870795
0xecd4dd57b380b6dfe9df38e453d61ebe1f6bbdc71ea10bf1f218881cfdc405e2,1,-0.17764759653668272
0xd4260c417599fc18ff99e9116a157a08be191b5be2f8e1645660016871bfd4bd,-1,0.06235179833468618
0x013ea455b1165d99dad0b01333f72e27b832f5c5d24108b39bb919bb0b00bbcb,1,-0.10572382175749195
0x1790be2ccf75ca200209611a03e3d838ba2f446eeee1a70b26f0cd731407e476,1,-0.04948250898358153
0x083a48ca9ba126e4d8976028b845d779c5e26514ff0a9b23805bca782fb3588d,1,-0.14591007226672015
0x12331e4e40b86c6b2fffbae7cfbc2631f81a4efa41080dc7598669d215e54039,1,-0.1476171457280097
0x92febe6cfdbd2b1726e1498cbf45f498077dfa839632c7fd95263451bd016b6b,1,-0.1453364978706787
0x7e00e6f2cd865d3a4770fe537b2e2564d82be60654fae710d0611887e4e08b70,1,-0.1291091235697353
0x5b82e3f1e9c3164de492c0f813e91052827d74485e74720f7e4d7239ddc28437,1,-0.1403423526203319
0xb206f297b52330a813b215aa19a44372a2f8c0c89953a2e12ffaa88559ac471e,1,-0.15962101102819642
0xfa6e3e6db6a56d9f0b0338dc5a2917d5906f4246c5dc920d08deb8a73fd66abb,1,-0.16497298513281766
0x6140fecf7b012452f9f34080d1e7fde9f6f0734527b6a3cb754507ffc253ab7f,1,-0.1605755248106392
0x24188bbca2408c8c1212b141df0f42e6a7d9138cab7cd28a01cc7c0cd8b4fcd7,1,-0.16552163991783303
0xd7bb9cdd6b9982d379f4db2e2b9e746ae0ee665f64a24ec733c97526971fc63c,1,-0.1643570962427947
0xeece3147671f513da174e9d22025322ef2c57729c015e41986f8611be0dd4426,1,-0.16394681261361999
0xaeae31f0acd0a29b5b979180131c7363b50181eda9db81a1d6e14cd09e224437,1,-0.1314234737243054
0xc13e6d4d6ab6e2e8612e40e0bb3792be8e6c6e74104be8259f835c2b0a878e12,1,-0.15119729780117164
0x91302fe70b73b14f267217f3983cd838f0b2cc53d174c7fa4860366d5bedb1ea,1,-0.16449906188577934
0x0ca682ec07f145d8a93e1a0cf7caa1bdf4e0c91b53703cace3089313c3f03efb,1,-0.15753373038847396
0xff65101ea5c2b1ff19adf971d9d096316b6b0883688d6761b4cf266522d8d092,1,-0.16337313245942264
0xbc0f7a58d0b427500088819ba00623f2ab006d75d85dc71d2e43ef41015265e8,1,-0.15097320308655832
0x9e5d8a87e1a4fa03fd57941a49f973bd7b1d729f7f7280405bd147cc1e97ab19,1,-0.16884410527305932
0xe1fa25dd764516d75611423b30c39b65b81f2750fb1df6f2b21d6920a0fb7c6f,1,-0.16864974127998322
0x7bc8841b5872fb25e3316186f735de04f9f59431ace8c13302d9eaa197eb2997,1,-0.1638523157954488
0x49c1db1605c4d6613fbf7dabe7e31b6b8efc7b77cb43e94e3a87ec986c4910f9,1,-0.14518924258593546
0x68e34e7d70c45982c2834a5d885c9d1140682392be9e4902a0e7912247f7fe1e,1,-0.16604443093940913
0x34408622c258481ddd52c8f28efbe33c66f93a806c5a8644e8eae5f451fe3e20,1,-0.16357997023702014
0x43df448ccfcc6b06e8bfaefc794c0dae19b92318f02d002be3706a23374e034d,1,-0.16171447350450996
0x3c197e62f27275dfb8ab4bcce738822cfc641e151ed508b23f67486f9e8b4f99,1,-0.14788676952312602
0x0c8f2007c8d2d8a02ed84712678dbd1c2ece9242f5addfa35a9fe6c72d552f26,1,-0.16694727441739726
0x290014cb8383aeeadcc6e0759373aef0744369e02cc2acf9f089c4d406ebdcf8,1,-0.1646655655654924
0x4dee34a52f9804131ff7a5e6f8954b778d74c0a8a6436aa89b88c607a4bcf9ec,1,-0.1655996308117622
0x7af97df7ec434ae669ba3aa07a966c28bf0488bd4e1ace3189b36cbc2294789e,1,-0.11717320933320974
0x298fe60f4264d01d0f533c8bdb4ec5674a30a62ebc7984fc034743032750a0d4,1,-0.0749275320342912
0xecca5a350170ab0b01d3e4b7911d5d9ed48639405b950a0545abbd6e3846034d,1,-0.18174669252849013
0x2bbfaf21194ee76c04beceb33f3852867b0475758372d526e8703930c0740619,-1,0.08946822021250245
0x52dc5d94a1ab6220188f0598ce9bfab931c576161cd18e5bd894d031836d8fc0,1,-0.2115568179484687
0x08d3669a760d32064e65a3f1285eb99925790334a6916fa1ba39bb1e6310b7bb,1,-0.09464373131402565
0x1e743a084db41ed1ebd01aef20c9c510dce2c19cbcfe8ceaa7a43b025a4dd706,1,-0.221049415460422
0x92b8f4be0af6afc20fe45da0b045375e519189671547e2525632c2da4793ea35,1,-0.21886284183219445
0xa1321c393e08098b1f734efad4dd5119cb5ea18f99972d7d68cfc9e95e649db2,1,-0.2137968749713834
0xe2decb515dac4fee08d709e9d210d2d3266cd8287a7d87914c59d22c38899d3f,1,-0.21134313532515253
0xbca2e8e9d049359b4ccde9247bca001a470ae6d1917c32c0185ec0a74cb50857,1,-0.21738292817368338
0x4c1ad11247d0e349a0d7c286ec7a5c940fd7f373d8e4711b468945b7c9264a85,1,-0.19907914116736786
0xea60eebeb797fdd66cd743d43380ff29b81139839efac8001ac71f4728ad6f45,1,-0.21688988443828833
0x3e97f96f98eedf25c52fba6001a8b5c5fbfd116abe6e6752a1e3a7f8d66431f7,1,-0.21952014104437073
0xe43ecf9ba9b6f4035dfe37a886b785dbd4d9370a0e5ede5b85e3add799985b60,1,-0.2143668231118051
0xd6da5e612a56f76cc354c53c02960d9c8768fcc4ec266aaa55c9eaf7adbf18d8,1,-0.21600684274475362
0xc0bfeb49f2669e164397ca6ac17ef81d5e5e4a74c3c4318e6e8ba4c0b027788f,1,-0.21264004551815308
0x289ceea3ebd1eb947ac023fb44e72eff9e8d7f08ff70ea93d5d01f7457df2e76,1,-0.09842159273532003
0x588f1fcac2c63f3307511ea61999579311555d9418df9c96c09104191a0afc55,1,-0.22061524423058498
0xd2bb09b8c642453e2035d98f992edd57e60a9bfcb4fb1961a735de16a84c46c0,1,-0.22115531544560046
0x5bb742dcc503b711c0a9eae17fa8fdd9e9c2c0dacad2622c107b342f845bbb54,1,-0.22313303874834245
0x43550b810ecc5a2e6f1990b1e1dc91d7368221446549468a41d5991add33361c,1,-0.21576625685309264
0x75bf05ac67ae0877269f028112a24c2031a6a2719795c8477e67bf24ca027958,1,-0.18473117264002542
0xc4302beb4101335319fcac1322662c057b88b250543a86dd93b360fee4ebab99,1,-0.21424138181419533
0x7dc7d18b449c03bad5d9c2903fe6c02b28668465966a9563c8a08ffce63b7199,1,-0.22430367231975323
0x7a6084f9917c6c26fa5debc56c5ebf7037ae92924fef09f2345401f087314687,1,-0.22150797059244093
0x5e953b5f121ebb8ea1ad5daee6aaf3f43e71bcdab39bb1f7a46894eaedc39d5a,1,-0.22344239792877268
0x58b080f6107b7fbaaa5ae5b52787bfa73db3bd7d2dfd2eaad432a2a8d0d6fca7,1,-0.21818608551078972
0xd573089d76cf636141b3570fd2b8f5c1e0cf6b710b3d349f4147d06edaec464c,1,-0.22138992660188322
0xd5713e1bbfb05262b4e634aa9f8c3f4cd40967658ce3c9ad8d613269fc8dab3b,1,-0.18386905402794945
0x09ad1ea718180b466a429e2bf1451669be9b60edd83daa7d5bd52631c47d7965,1,-0.2037583897856407
0x067449a2be70ef0f411435571f44b65ce9218eb3863e03862c9575f82dd4245c,1,-0.2063970119851516
0x97d26263d8a9a691e5c46f1ecede368ad0282855a6f86086793a5345b1a9370e,1,-0.188749228848692
0x036e9e432732f07e404aaec1cd9f6f002de4c3e884ef733ab306626bd897a001,1,-0.22151019746545014
0x8e25d54c39d32d463b9529e00d649f68e382b1fda17479ce5f1ec365cfccc663,1,-0.21650021903487304
0x04f603e6c7978f5f08a9898587a464e82e6a83874de87c97dc363d0e149b78a3,1,-0.11416013905700584
0x58c3c0bdc4eb418c0e41ea3e162cfec8281038ef2492b3eb877222e4667db9e8,1,-0.03811997442699633
0xe67022f20f39e228bbb9cee4ffe3244962975db878878e86a1ee7924c725fc59,1,-0.1833641785216164
0xcd251b1d9afadd17775667f4b0542f492656ed1641aff2b4c57b59440d36810d,1,-0.1998966258602758
0x90e93bb37d364a15c1235fd343503de749dd318379b9b4468112fa4d6e464414,1,-0.18421332422276437
0xcb4514500c4a06c9ed2be661c59239c1ec336ef20447764c0eb639c71963c08e,1,-0.20899515181022016
0x68a3a074c642f4ba999a4784d553ac3e71a7433b792177cc0334e2cc7641e05e,1,-0.20417641533577702
0x28f4b4aefdebb41994f151554a854736d3c62d653a6c931d7544c199b121b598,1,-0.0009604373330776017
0xfca4552ca62d185c8dd58094fdaa7ccb95301dd47b38f729a340020df8ad8423,1,-0.20582287897591361
0x35f2245b5d9ff54d308d305c372f5861cf5d834b11d69d42cea5fa35d09376ac,1,-0.21126563735785364
0x65c8087ca6f8df899d6ca7fdd7fdfc7426f31e751ba32de34d63cccfa98a6bec,1,-0.181833077599166
0x48f4b7a2ee3bce654ba521d49f16793dddd4f5a7c391ee1673ed03949e71e887,1,-0.21107096461354052
0xcfba9e98e7b0820a0d816e9d4cf684fb829d1dbfce8bc68604e6ab2f19d43acf,1,-0.20038194638543477
0x27414a4cb3802e8990c90b5cbe7dc8468beb4908f6cc735db02fce7284387adb,1,-0.20843836458667087
0xb915e81cac6ac6ad4307e601c7df2aba908dd9891c5c4bfffc17b73a0cdbff8d,1,-0.20217474176658656
0x86ea24dcfa047d488532462b25436f750c7c09dcb7f568c1863f1ac279a334fd,1,-0.2046562899064131
0x2424c2b6f1e886e2e0b09993fe56dc65a622a0284386318f9123b4a0dcdac2f2,1,-0.20693597679175257
0x1ec8af8d414c244bfd42a833af431c810e884f867a22d2d49efb15baedd93d43,1,-0.2063244475142924
0x3745bbb6571bcf9467958572dbeef2d83d581ae0c02538b823e7af0693473473,1,-0.1751359481031896
0xc586625c97dac05c61ae0fb0dc46d0702b511a479d73f91e8cfc4a0e53245929,1,-0.2085348518410025
0x12fbd89f0121f3cac121cb299f9dddabfa8a58a425dd3a42f33f1c9de0758e0e,1,-0.20800066856412353
0x19e6fe2e422d97e99e1b9a2e7c32d9c0d1ed3bb73ea6e1157cc14a2921414c81,1,-0.1810485909477983
0xd1d6f61cd6eb12657b543ae763fc91a182e1e37e9597aaadb4c377365c0fdb6b,1,-0.2073142521793982
0x523b7b92804a410c1b49907b8e8d8256807f746acc0e6beeb8da2fdba14be8cf,1,-0.21289549047954281
0xcb793b4f0cafdf9f1acb0b90aa4694aa34c38cd5a986f68e9690084394e6051e,1,-0.20985284291570416
0x371821d4535e5412fd1e239ec4dc9cf0c51059375b321f53eacc1fe49b5bd8e5,1,-0.18567772754123835
